Title,URL,Deadline,Call For,Opportunity Status,Estimated Funding,Source,Year
High Resolution In Vivo MicroCT Imaging and Analysis System for Rodents,https://reporter.nih.gov/project-details/1S10RR022383-01,Not specified,Research Grant,Awarded,"$349,000.00",NIH RePORTER,2023
RESEARCH TRAINING IN IMAGING METHODS FOR CANCER,https://reporter.nih.gov/project-details/5T32CA009536-03,Not specified,Research Grant,Awarded,"$180,559.00",NIH RePORTER,2023
New sterol-binding targets and optimized EBP inhibitors for promoting remyelination,https://reporter.nih.gov/project-details/5R01NS115867-05,Not specified,Research Grant,Awarded,"$381,046.00",NIH RePORTER,2023
Small Molecule Drug Development Shared Resource,https://reporter.nih.gov/project-details/5P30CA043703-34,Not specified,Research Grant,Awarded,"$85,195.00",NIH RePORTER,2023
Selective Inhibitors of T Cell Activation Target Exportin-1 at Cys528 to Suppress Pathological T Cell Activation,https://reporter.nih.gov/project-details/5R01AI171104-02,Not specified,Research Grant,Awarded,"$518,271.00",NIH RePORTER,2023
F-19 NMR SPECTROSCOPY ELUCIDATION OF A NEW ANALOG,https://reporter.nih.gov/project-details/5F32CA072209-02,Not specified,Research Grant,Awarded,"$29,900.00",NIH RePORTER,2023
COMMUNITY BASED SUBSTANCE ABUSE ASSESSMENT PROGRAM,https://reporter.nih.gov/project-details/1R43DA008137-01,Not specified,Research Grant,Awarded,"$50,000.00",NIH RePORTER,2023
Parenting Intervention to Improve Young Children's Sleep in Families with Low Income,https://reporter.nih.gov/project-details/5P20GM130420-05,Not specified,Research Grant,Awarded,"$282,600.00",NIH RePORTER,2023
Increasing Use of SNAP Fruit and Vegetable Incentive Programs for Families with Food Insecurity,https://reporter.nih.gov/project-details/1R01DK140677-01,Not specified,Research Grant,Awarded,"$675,120.00",NIH RePORTER,2023
Spina Bifida Patient Registry Demonstration Project,https://reporter.nih.gov/project-details/5U01DD000382-02,Not specified,Research Grant,Awarded,"$40,000.00",NIH RePORTER,2023
Molecular Recognition of Ligand by the gamma delta T cell Receptor,https://reporter.nih.gov/project-details/1R01AI073922-01A1,Not specified,Research Grant,Awarded,"$373,050.00",NIH RePORTER,2023
"Investigation into the Endogenous Ligand Repertoire of the Non-Classical MHC-Related Protein, MR1 in Multiple Myeloma Cell Lines",https://reporter.nih.gov/project-details/5R21AI163554-02,Not specified,Research Grant,Awarded,"$197,576.00",NIH RePORTER,2023
Gamma Delta T cell surveillance of metabolites as signals of cellular stress,https://reporter.nih.gov/project-details/5R01AI115471-04,Not specified,Research Grant,Awarded,"$389,432.00",NIH RePORTER,2023
MyChoice,https://reporter.nih.gov/project-details/5DP7OD020316-05,Not specified,Research Grant,Awarded,"$377,283.00",NIH RePORTER,2023
Molecular characterization of the functional isoforms of HLA-F in human health and cancer,https://reporter.nih.gov/project-details/5R21AI151956-02,Not specified,Research Grant,Awarded,"$196,548.00",NIH RePORTER,2023
Molecular and functional investigation of the role of CD1 in gamma delta T cell surveillance,https://reporter.nih.gov/project-details/5R01AI155984-02,Not specified,Research Grant,Awarded,"$524,653.00",NIH RePORTER,2023
Molecular and functional investigation of the role of HLA-F in immune regulation,https://reporter.nih.gov/project-details/5R01AI170952-03,Not specified,Research Grant,Awarded,"$666,993.00",NIH RePORTER,2023
Molecular studies of lipid presentation and T cell recognition of CD1c,https://reporter.nih.gov/project-details/1R56AI097386-01A1,Not specified,Research Grant,Awarded,"$366,066.00",NIH RePORTER,2023
Biochemical and cellular analysis of regulatory T cells reactive to a natural self antigen,https://reporter.nih.gov/project-details/5R01AI126756-05,Not specified,Research Grant,Awarded,"$650,415.00",NIH RePORTER,2023
T cell recognition of the MR1 presented microbial metabolome,https://reporter.nih.gov/project-details/5R01AI147954-04,Not specified,Research Grant,Awarded,"$1,340,169.00",NIH RePORTER,2023
Facility and Building System Upgrades Support for the Howard T. Ricketts Biocontainment Laboratory,https://reporter.nih.gov/project-details/1G20AI167410-01,Not specified,Research Grant,Awarded,"$3,299,716.00",NIH RePORTER,2023
Economic and policy assessment regarding the impact of changes to state laws regarding SOPs for Certified Nurse Midwives,https://reporter.nih.gov/project-details/5R01HS024530-03,Not specified,Research Grant,Awarded,"$234,944.00",NIH RePORTER,2023
Data-Driven Exploration of Exposomic Influences on the Onset of Alcohol Use During Adolescence,https://reporter.nih.gov/project-details/5F31AA031437-02,Not specified,Research Grant,Awarded,"$47,374.00",NIH RePORTER,2023
COMPACT DIODE-PUMPED LASER SYSTEM FOR BIOMEDICAL IMAGING,https://reporter.nih.gov/project-details/1R43CA060238-01,Not specified,Research Grant,Awarded,"$47,878.00",NIH RePORTER,2023
CHARACTERIZATION OF PROTEINS,https://reporter.nih.gov/project-details/5P01ES003347-02,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
BIOMEDICAL (APPLIED/EXPLORATORY),https://reporter.nih.gov/project-details/N01HV48193-6-0-1,Not specified,Research Grant,Awarded,"$258,605.00",NIH RePORTER,2023
CHEMICAL MEDIATORS AND HUMAN AIRWAY ANAPNYLAXIS,https://reporter.nih.gov/project-details/5R01HL030132-05,Not specified,Research Grant,Awarded,"$141,152.00",NIH RePORTER,2023
CHEMICAL MEDIATORS AND HUMAN AIRWAY ANAPHYLAXIS,https://reporter.nih.gov/project-details/5R01HL030132-08,Not specified,Research Grant,Awarded,"$173,925.00",NIH RePORTER,2023
CLINICAL TRIAL OF RIBAVIRIN FOR LARYNGEAL PAPILLOMATOSIS,https://reporter.nih.gov/project-details/1R01AI034110-01A1,Not specified,Research Grant,Awarded,"$179,270.00",NIH RePORTER,2023
GERIATRIC PSYCHIATRIC RESIDENCY TRAINING MODEL,https://reporter.nih.gov/project-details/5T24MH017627-03,Not specified,Research Grant,Awarded,"$25,000.00",NIH RePORTER,2023
RADIATION SENSITIZERS AND BIOREDUCTIVE DRUGS (I),https://reporter.nih.gov/project-details/1R01CA044126-01,Not specified,Research Grant,Awarded,"$92,210.00",NIH RePORTER,2023
RADIATION SENSITIZERS AND BIOREDUCTIVE DRUGS,https://reporter.nih.gov/project-details/5R01CA044126-02,Not specified,Research Grant,Awarded,"$85,692.00",NIH RePORTER,2023
CHARACTERIZATION OF THE PRODUCT OF PROTOPLAST FUSION IN FUNGI,https://reporter.nih.gov/project-details/2S07RR007049-23,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
GENETICS OF FILAMENTOUS FUNGAL PATHOGENS CHROMOSOME NUMBERS BY ORTHOGONAL FIELD,https://reporter.nih.gov/project-details/2S07RR007049-22,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
Investigating human stem cell - niche interactions,https://reporter.nih.gov/project-details/7R21HL084507-02,Not specified,Research Grant,Awarded,"$244,500.00",NIH RePORTER,2023
Interaction between Interleukin-6 (IL-6) and the growth hormone,https://reporter.nih.gov/project-details/5P01HD048721-02,Not specified,Research Grant,Awarded,"$1,328,915.00",NIH RePORTER,2023
INTERACTION BETWEEN IL-6 AND THE GH/IGF-1 AXIS IN MUSCLE,https://reporter.nih.gov/project-details/5P01HD048721-05,Not specified,Research Grant,Awarded,"$359,328.00",NIH RePORTER,2023
Radioactive Nanoparticle Immunoconjugates for the Treatment of Solid Tumors,https://reporter.nih.gov/project-details/5R21CA128421-02,Not specified,Research Grant,Awarded,"$171,000.00",NIH RePORTER,2023
Defining the Role of Affinity in Antibody-Based Tumor Targeting and Penetration,https://reporter.nih.gov/project-details/1R01CA118159-01A1,Not specified,Research Grant,Awarded,"$311,036.00",NIH RePORTER,2023
Anti-Mullerian Inhibiting Substance Type II Receptor (MISIIR) Immunoconjugates to,https://reporter.nih.gov/project-details/5P50CA083638-07,Not specified,Research Grant,Awarded,"$128,658.00",NIH RePORTER,2023
SATELLITE CELLS AND MUSCLE HYPERTROPHY: ROLE OF IGF-I,https://reporter.nih.gov/project-details/5R01AR045594-02,Not specified,Research Grant,Awarded,"$209,611.00",NIH RePORTER,2023
INFLAMMATION AND PHYSICAL ACTIVITY DURING CRITICAL PERIODS OF DEVELOPMENT,https://reporter.nih.gov/project-details/5P01HD048721-08,Not specified,Research Grant,Awarded,"$237,462.00",NIH RePORTER,2023
SATELLITE CELLS AND MUSCLE HYPERTROPHY--ROLE OF IGFI,https://reporter.nih.gov/project-details/1R01AR045594-01A1,Not specified,Research Grant,Awarded,"$203,508.00",NIH RePORTER,2023
INTEGRATED ENDURANCE AND RESISTANCE EXERCISE COUNTERMEASURES USING A GRAVITY IND,https://reporter.nih.gov/project-details/5M01RR000827-35,Not specified,Research Grant,Awarded,"$41,075.00",NIH RePORTER,2023
RANDOMIZED TRIAL OF ORG 10172 IN ACUTE ISCHEMIC STROKE,https://reporter.nih.gov/project-details/5R01NS027863-07,Not specified,Research Grant,Awarded,"$560,845.00",NIH RePORTER,2023
RANDOMIZED TRIAL OF ORG-10172 IN ACUTE ISCHEMIC STROKE,https://reporter.nih.gov/project-details/1R01NS027863-01,Not specified,Research Grant,Awarded,"$1,156,823.00",NIH RePORTER,2023
NALOXONE IN TREATMENT OF ACUTE CEREBRAL INFARCTION,https://reporter.nih.gov/project-details/N01NS032326-001006,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
STUDY CALCIUM ANTAGONISTS CONTROL OF SPASM,https://reporter.nih.gov/project-details/N01NS032326-002007,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
SEXUAL TRANSMISSION OF HERPES SIMPLEX VIRUS,https://reporter.nih.gov/project-details/1R01AI024916-01A2,Not specified,Research Grant,Awarded,"$110,013.00",NIH RePORTER,2023
Neurobehavioral Outcomes of Degenerative Neurologic Disease in Childhood,https://reporter.nih.gov/project-details/5K23NS058756-03,Not specified,Research Grant,Awarded,"$122,856.00",NIH RePORTER,2023
"Outcome Measures and Infrastructure for Phase III Studies in Batten Disease, JNCL",https://reporter.nih.gov/project-details/1R13NS078981-01,Not specified,Research Grant,Awarded,"$30,000.00",NIH RePORTER,2023
INNER EAR CELL NETWORKS IN NORMAL AND DAMAGED COCHLEAS,https://reporter.nih.gov/project-details/2P01DC000119-22,Not specified,Research Grant,Awarded,"$154,067.00",NIH RePORTER,2023
UNIVERSITY OF MARYLAND EASTERN SHORE MARC PROGRAM,https://reporter.nih.gov/project-details/5T34GM008411-03,Not specified,Research Grant,Awarded,"$78,502.00",NIH RePORTER,2023
A BIOMEDICAL RESEARCH PROGRAM WITH STUDENT PARTICIPATION,https://reporter.nih.gov/project-details/5S06RR008092-13,Not specified,Research Grant,Awarded,"$516,583.00",NIH RePORTER,2023
REPRODUCTIVE TOXICOLOGY OF NO 2 DIESEL FUEL,https://reporter.nih.gov/project-details/1R15ES005657-01,Not specified,Research Grant,Awarded,"$96,190.00",NIH RePORTER,2023
BIOMEDICAL RESEARCH PROGRAM WITH STUDENT PARTICIPATION,https://reporter.nih.gov/project-details/3S06RR008092-14S2,Not specified,Research Grant,Awarded,"$105,000.00",NIH RePORTER,2023
MARC HONORS UNDERGRADUATE RESEARCH TRAINING,https://reporter.nih.gov/project-details/5T34GM008411-02,Not specified,Research Grant,Awarded,"$68,923.00",NIH RePORTER,2023
EFFECTS OF PCBS ON GROWTH AND MORPHOGENESIS,https://reporter.nih.gov/project-details/2S06RR008092-12,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
Shared Resource: Therapeutic Manufacturing,https://reporter.nih.gov/project-details/5P30CA015704-46,Not specified,Research Grant,Awarded,"$416,180.00",NIH RePORTER,2023
MECHANISM OF INDUCTION OF PARKINSONIAN SYNDROME BY MPTP,https://reporter.nih.gov/project-details/5R01NS023515-04,Not specified,Research Grant,Awarded,"$130,489.00",NIH RePORTER,2023
NEW MODEL FOR BRAIN OXIDATIVE STRESS,https://reporter.nih.gov/project-details/5R01NS029442-02,Not specified,Research Grant,Awarded,"$98,755.00",NIH RePORTER,2023
MECHANISMS OF INDUCTION OF A PARKINSONIAN SYNDROME BY MP,https://reporter.nih.gov/project-details/5R01NS023515-03,Not specified,Research Grant,Awarded,"$129,688.00",NIH RePORTER,2023
Measuring Digital Clinical Endpoints in Huntington's Disease (MEND-HD),https://reporter.nih.gov/project-details/1U01FD008429-01,Not specified,Research Grant,Awarded,"$1,100,000.00",NIH RePORTER,2023
ISOTRETINOIN TERATOGENICITY:  OUTCOME AT AGE 10,https://reporter.nih.gov/project-details/3R01HD029510-05S2,Not specified,Research Grant,Awarded,"$37,483.00",NIH RePORTER,2023
ISOTRETINOIN TERATOGENICITY--OUTCOME AT AGE 10,https://reporter.nih.gov/project-details/5R01HD029510-02,Not specified,Research Grant,Awarded,"$131,535.00",NIH RePORTER,2023
"Per Aspera -- ""Through Difficulties"" (Part of the Kansas State Motto)",https://reporter.nih.gov/project-details/5H79SM057930-02,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
"The Kansas Statewide Family Network for Children, Adolescents and their Families",https://reporter.nih.gov/project-details/1HR1SM059830-01,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
FAMILY TIES:  LINKING FAMILIES TO SUPPORT NETWORKS AND S,https://reporter.nih.gov/project-details/5HD5SM051453-02,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
NEUROPSYCHOLOGY OF CHILDREN EXPOSED TO TERATOGENIC AGENTS IN UTERO,https://reporter.nih.gov/project-details/2S07RR007199-12,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
LOCAL IMMUNOTHERAPY TO PREVENT SURGICAL INFECTION,https://reporter.nih.gov/project-details/7R01AR026957-13,Not specified,Research Grant,Awarded,"$233,787.00",NIH RePORTER,2023
Morehouse College MBRS RISE Program,https://reporter.nih.gov/project-details/5R25GM070514-04,Not specified,Research Grant,Awarded,"$177,094.00",NIH RePORTER,2023
"Morehouse College ""Leaders in Science"" MARC-U*STAR Program",https://reporter.nih.gov/project-details/1T34GM096954-01,Not specified,Research Grant,Awarded,"$200,608.00",NIH RePORTER,2023
MBRS Research Initiative for Scientific Enhancement (RISE),https://reporter.nih.gov/project-details/2R25GM070514-05,Not specified,Research Grant,Awarded,"$421,348.00",NIH RePORTER,2023
Morehouse College RISE to Excellence Program,https://reporter.nih.gov/project-details/2R25GM070514-09A1,Not specified,Research Grant,Awarded,"$290,546.00",NIH RePORTER,2023
"JOHN HENRYISM, EMOTION, STRESSORS, AND CARDIOVASCULAR RESPONSES",https://reporter.nih.gov/project-details/5R24MH047188-08,Not specified,Research Grant,Awarded,"$40,860.00",NIH RePORTER,2023
Effect of hippocampal tau pathology on CA1 function and memory processing in aging,https://reporter.nih.gov/project-details/5F32AG074621-02,Not specified,Research Grant,Awarded,"$67,174.00",NIH RePORTER,2023
Tracking tau spread through functional connectivity networks in aging,https://reporter.nih.gov/project-details/1F31AG062090-01A1,Not specified,Research Grant,Awarded,"$40,342.00",NIH RePORTER,2023
POTASSIUM CHANNEL MODULATION BY THE MAP KINASE CASCADE,https://reporter.nih.gov/project-details/5F31MH012477-02,Not specified,Research Grant,Awarded,"$12,443.00",NIH RePORTER,2023
CO2 TRANSPORT AND MEDULLARY CHEMORECEPTOR PHYSIOLOGY,https://reporter.nih.gov/project-details/5K04HL001196-03,Not specified,Research Grant,Awarded,"$51,448.00",NIH RePORTER,2023
MEDULLARY CHEMORECEPTOR PHYSIOLOGY,https://reporter.nih.gov/project-details/5R01HL029737-03,Not specified,Research Grant,Awarded,"$66,267.00",NIH RePORTER,2023
CARBON DIOXIDE TRANSPORT AND CHEMOSENSITIVITY,https://reporter.nih.gov/project-details/5R01HL029396-05,Not specified,Research Grant,Awarded,"$127,819.00",NIH RePORTER,2023
ONCOGENES IN HEMATOPOIETIC DIFFERENTIATION AND NEOPLASIA,https://reporter.nih.gov/project-details/5R01CA012421-23,Not specified,Research Grant,Awarded,"$99,610.00",NIH RePORTER,2023
ONCOGENES IN HEMATOPOIETIC DIFFERENTIATION & NEOPLASIA,https://reporter.nih.gov/project-details/2R01CA012421-16,Not specified,Research Grant,Awarded,"$88,776.00",NIH RePORTER,2023
Mechanisms in the regulation of apoptosis,https://reporter.nih.gov/project-details/5R01CA080188-08,Not specified,Research Grant,Awarded,"$164,257.00",NIH RePORTER,2023
IMMUNOGLOBULIN GENES AND ONCOGENES IN LYMPHOID TUMORS,https://reporter.nih.gov/project-details/5R01CA012421-15,Not specified,Research Grant,Awarded,"$55,569.00",NIH RePORTER,2023
CONDITIONED EFFECTS OF COCAINE IN RATS,https://reporter.nih.gov/project-details/1R03DA011700-01,Not specified,Research Grant,Awarded,"$80,030.00",NIH RePORTER,2023
COCHLEAR HOMEOSTASIS,https://reporter.nih.gov/project-details/5R01DC003929-04,Not specified,Research Grant,Awarded,"$305,573.00",NIH RePORTER,2023
CYTOLOGY AND CONNECTIONS OF THE AUDITORY SYSTEM,https://reporter.nih.gov/project-details/2R01DC000269-09,Not specified,Research Grant,Awarded,"$218,938.00",NIH RePORTER,2023
MORPHOLOGICAL STUDUES IF THE AGING GERBIL COCHLEA,https://reporter.nih.gov/project-details/1P50NS025039-01,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
Drug-induced Protection from Acoustic Trauma,https://reporter.nih.gov/project-details/1R21DC011637-01,Not specified,Research Grant,Awarded,"$235,500.00",NIH RePORTER,2023
Histology - Surgery Core Plan,https://reporter.nih.gov/project-details/4P30DC005209-15,Not specified,Research Grant,Awarded,"$176,582.00",NIH RePORTER,2023
MIDDLE AND INNER EAR REFLEXES--PATHWAY TRACING,https://reporter.nih.gov/project-details/5P01DC000119-18,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
MORPHOLOGICAL STUDIES OF THE AGING GERBIL COCHLEA,https://reporter.nih.gov/project-details/5P01DC000422-08,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
HISTOLOGY/SURGERY CORE,https://reporter.nih.gov/project-details/2P30DC005209-06,Not specified,Research Grant,Awarded,"$122,681.00",NIH RePORTER,2023
MORPHOLOGICAL STUDIES IF THE AGING GERBIL COCHLEA,https://reporter.nih.gov/project-details/5P50DC000422-04,Not specified,Research Grant,Awarded,Not listed,NIH RePORTER,2023
